online_order,book_table,rate,votes,location,cuisines,cost,menu_item
1,0,4.3,324,22,956,180,349
1,0,4.1,673,22,1002,450,5047
1,0,3.9,61,22,1336,400,5047
1,0,3.6,108,16,1589,40,5047
1,0,3.7,60,42,1156,200,2051
1,0,3.9,237,42,1551,200,5047
1,0,4.1,62,39,451,600,5047
1,1,4.2,344,42,1156,700,4184
1,0,3.7,310,22,197,600,5047
1,0,3.8,265,44,1154,650,5047
1,0,3.5,888,44,1375,650,5047
1,0,3.6,74,42,197,700,4907
1,0,3.9,97,0,967,1000,1794
1,0,3.9,55,22,650,300,1597
1,0,3.9,206,22,356,600,1969
1,0,4.2,971,42,1547,200,5047
1,0,3.9,45,43,621,550,2534
1,1,4.2,1149,22,1018,1800,436
1,0,3.8,191,22,1573,250,1671
1,0,3.7,483,41,761,800,1344
1,1,4.1,723,22,418,950,4025
0,0,4.3,294,41,473,850,5047
1,0,4,515,44,562,750,5047
1,0,3.9,93,22,1652,250,1944
1,1,4.5,1880,0,394,900,5047
0,0,3.9,1160,41,517,650,5047
1,1,3.9,603,22,1092,1000,3878
1,1,4.4,385,42,1108,1500,1731
1,1,4.2,1910,22,889,1500,4454
1,0,4.2,166,42,817,300,5047
1,0,3.9,1139,42,1352,500,5047
1,0,3.8,615,0,472,600,5047
1,0,4,76,40,1602,300,5047
1,0,3.6,69,42,1670,250,4262
1,1,4.4,191,40,332,1000,5047
0,1,4.2,1739,41,539,1400,5047
1,0,3.8,174,22,1475,400,5047
1,1,4.3,2569,42,688,1200,5047
0,1,4.1,778,41,50,800,5047
1,0,4,575,38,208,600,5047
1,1,4.1,734,22,405,1200,5047
1,0,4.1,778,38,383,700,5047
1,0,3.9,1247,22,1102,1400,5047
1,0,3.6,97,38,1039,300,5047
1,1,4.4,344,42,541,1000,399
1,0,3.8,153,44,1296,500,5047
1,0,4.1,65,41,462,700,5047
1,0,4.3,65,42,1676,250,430
1,0,3.9,393,44,911,750,5047
1,0,3.9,668,22,292,800,5047
1,0,4.4,149,42,214,350,3974
0,1,4.4,467,41,403,800,5047
1,0,3.2,68,22,1619,400,5047
1,0,3.8,64,22,64,500,335
1,0,3.8,41,44,235,200,5047
1,0,4.2,106,24,233,300,5047
1,0,4.2,115,0,217,400,5047
1,0,3.9,34,18,1156,300,3546
1,0,4.3,81,22,268,650,5047
1,1,4.4,457,44,1156,1500,4322
1,0,3.8,63,24,866,350,5047
1,0,4.3,1101,22,419,700,5047
1,1,4.2,1175,41,883,1300,5047
1,1,4.2,1621,41,1512,1500,3739
1,0,3.8,473,42,1597,500,5047
1,0,3.7,100,0,488,700,2517
1,0,3.8,76,42,202,500,4258
1,0,4.1,464,0,344,500,5047
1,0,4.2,1063,42,394,800,5047
1,0,4.1,132,22,1156,650,5047
1,0,2.8,137,0,1451,300,5047
1,1,4.2,872,42,339,600,5047
1,1,4.2,2714,40,404,1000,5047
1,0,4,197,41,1156,500,2441
1,0,3.7,127,18,849,300,2229
1,0,3.7,92,22,181,350,5047
1,0,3.7,829,22,1079,850,5047
1,0,3.9,203,0,1451,300,5047
1,1,4,391,22,421,1300,5047
1,0,2.8,137,38,1156,500,2437
1,0,2.8,414,58,1145,700,1006
1,1,4,540,22,1156,600,5047
1,0,2.9,330,16,1002,600,898
1,1,4,1386,44,674,1100,5047
1,0,3.6,192,0,917,450,5047
1,0,3.6,74,42,323,600,3230
1,0,3.2,51,22,1196,600,2235
1,0,4.4,7227,42,304,600,662
1,0,3.8,149,42,277,600,4969
1,1,4,1236,41,332,700,5047
1,1,4.1,1850,38,343,600,5047
1,0,3.7,70,43,224,250,5047
1,1,3.8,503,22,391,700,5047
1,1,4.2,294,42,1532,800,2954
1,0,3.9,331,38,604,600,4942
1,0,4,188,0,43,400,5047
1,0,3.7,69,0,83,400,5047
1,0,2.9,95,0,1432,700,1182
1,0,3.9,356,22,1267,450,2831
1,0,4.5,217,22,1076,1200,5047
1,0,3.9,337,22,1196,500,1145
1,0,4,100,44,175,150,5047
1,0,3.9,455,43,521,1000,5047
1,1,4.3,1804,42,660,900,4533
1,0,3.9,214,0,1240,600,5047
1,0,3.9,79,44,956,800,4474
1,0,4.1,56,42,817,500,5047
1,1,4.1,1340,22,1375,800,5047
1,0,4.2,168,41,427,700,5047
1,0,3.8,331,22,1156,350,5047
1,0,4.1,3007,38,374,1000,5047
1,1,4.2,1368,44,123,1400,5047
1,0,3.8,44,44,832,400,4937
1,1,4.4,102,45,389,700,5047
1,1,4,235,42,1141,800,4277
1,0,3.9,187,45,563,400,1318
1,1,4,150,39,706,1100,5047
1,0,2.8,102,3,1196,350,5047
1,0,3.5,33,43,1117,250,5047
1,0,3.9,213,43,317,400,2259
1,0,4,70,44,767,400,5047
1,0,3.9,119,22,303,900,5047
1,0,4,457,38,1156,650,5047
0,0,3.7,61,0,1116,250,5047
1,0,4,61,43,986,400,5047
1,0,3.7,180,0,1196,400,5047
1,0,4.1,57,38,1023,200,5047
1,0,3.9,1189,0,1196,500,5047
1,0,4.3,376,22,30,700,5047
1,0,3.8,94,38,1253,600,5047
1,0,3.5,323,38,1077,500,5047
1,1,4.4,2389,41,1083,1000,5047
1,0,3.6,72,43,1109,200,5047
1,1,4.2,217,16,808,1500,5047
1,0,3.8,273,0,1310,900,5047
1,1,4.1,402,42,422,1200,5047
1,0,2.3,298,7,286,450,1181
1,0,3.7,52,41,473,450,5047
1,0,4.1,506,43,381,600,5047
1,0,4.4,1290,22,1156,400,5047
1,0,3.1,97,58,1196,450,5047
1,0,3.7,434,41,1423,400,5047
1,0,3.9,64,42,1072,300,5047
1,0,3.8,74,41,700,750,5047
1,0,3.8,127,0,1196,400,5047
1,0,3.8,258,22,1552,600,5047
1,0,4,758,24,1156,250,5047
1,0,4.1,991,43,404,600,5047
1,0,4.5,2071,22,1626,1200,5047
1,0,4,611,22,124,800,5047
1,0,2.7,73,0,565,600,5047
1,0,3.8,83,22,578,400,5047
1,0,3.9,522,41,609,500,5047
1,0,4,870,0,250,500,5047
1,0,3.5,304,22,287,400,5047
1,0,3.8,88,22,638,600,5047
1,1,4.1,256,41,1149,750,5047
1,0,3.7,141,22,54,500,5047
1,0,4.4,2867,42,337,600,5047
1,0,3.8,123,42,181,400,5047
1,1,3.9,597,41,899,1200,5047
1,0,2.8,189,22,1196,400,5047
1,0,3.8,283,22,286,400,5047
1,0,3.6,485,22,476,700,5047
1,0,4.2,163,22,235,300,5047
1,0,3.8,231,38,394,600,5047
1,1,3.9,143,41,665,1000,5047
1,0,3.5,125,22,1558,550,5047
0,1,4.3,162,41,526,800,5047
0,0,4.1,445,41,180,400,5047
1,0,3.7,61,0,831,350,5047
1,0,3.6,71,0,1248,350,5047
1,1,4.9,2217,42,134,1500,5047
1,0,4.1,306,44,414,600,5047
1,0,4.1,67,43,1090,1000,5047
1,0,3.7,455,22,1196,400,5047
1,0,3.9,121,38,1209,400,5047
1,0,3.9,85,44,1156,400,5047
0,0,2.5,547,41,1156,450,5047
1,1,4.1,1326,22,1319,800,5047
1,0,3.8,178,38,1335,800,5047
1,1,3.9,202,22,492,500,5047
1,1,4.5,1888,38,1430,1200,5047
1,0,3,137,75,1341,650,5047
1,0,3.6,165,40,1196,500,5047
1,1,3.7,291,41,69,750,5047
1,1,3.9,161,22,1296,900,5047
1,0,3.6,59,22,1339,300,5047
1,0,3.5,74,43,1028,600,5047
1,1,3.8,1168,22,1057,600,5047
1,0,4.3,791,22,168,1000,5047
1,1,4,795,44,1156,900,5047
0,0,4.1,724,41,769,300,5047
1,0,3.8,57,44,1531,700,5047
1,0,3.9,71,0,1165,1000,5047
1,1,3.7,113,22,1196,800,5047
1,0,3.8,48,45,1196,300,5047
1,1,3.7,109,42,1196,900,5047
0,0,3.9,220,41,1156,250,5047
1,0,3.9,475,43,1459,600,5047
0,0,2.8,289,41,1597,250,5047
1,1,4.1,221,41,1156,1000,5047
1,0,3.8,117,0,1181,600,5047
1,1,4.1,152,43,378,600,5047
1,0,3.9,450,22,1209,550,5047
1,1,3.9,535,22,76,900,5047
0,0,2.8,53,41,191,600,5047
1,1,4.5,3156,42,1233,1500,5047
1,0,2.8,79,16,1235,300,5047
1,1,4,404,22,1555,800,5047
1,0,3.9,95,38,1327,350,5047
1,0,4,684,42,617,250,5047
1,0,3,61,0,332,650,5047
1,0,4.1,37,44,787,500,5047
1,0,4,314,42,610,800,5047
1,1,4.4,3673,42,606,1400,5047
1,0,2.9,361,22,1197,450,5047
0,0,3.7,99,41,1002,700,5047
1,0,3.9,823,42,558,750,5047
1,0,4.1,293,43,328,600,5047
1,0,4.1,1003,42,1388,700,5047
1,0,4,211,41,749,400,5047
1,0,3.9,49,41,1567,400,5047
0,0,3.8,31,41,1588,400,5047
1,0,4,201,42,406,800,5047
1,0,3.9,226,38,1429,450,5047
1,1,4.5,3467,42,1400,1300,5047
1,0,3.6,82,38,1505,400,5047
1,1,3.9,224,22,1285,800,5047
1,0,4,529,18,314,350,5047
1,1,3.9,484,42,1427,700,5047
1,1,4.2,2620,42,514,1300,5047
1,0,4.1,845,43,1534,700,5047
1,0,3.6,119,58,565,550,5047
1,0,3.7,502,38,1423,500,5047
1,0,4,1110,41,1209,500,5047
1,0,4,195,43,1657,500,5047
1,1,4.4,1853,43,521,1100,5047
1,0,4.4,384,44,1584,300,5047
1,0,3.1,248,22,521,500,5047
1,0,4,494,22,528,800,5047
1,0,2.6,54,0,251,600,5047
1,1,4.1,672,40,605,900,5047
1,1,4.3,519,43,23,2500,5047
1,0,3.4,433,38,1429,500,5047
1,0,3.8,110,43,1002,400,5047
1,1,4.2,767,41,1272,1700,5047
1,0,3.8,34,22,186,350,5047
1,0,3.8,215,43,1111,700,5047
1,0,3.7,95,38,1156,150,5047
1,0,4.2,185,0,1209,300,5047
1,1,4,1862,43,1156,600,5047
1,0,3.7,175,22,257,400,5047
1,1,4,1513,40,383,900,5047
1,0,3.7,57,22,1156,400,5047
1,0,3.8,103,43,1209,400,5047
1,0,2.1,253,26,1386,500,5047
1,0,3.8,211,22,38,600,5047
1,0,4.3,169,41,773,450,5047
1,0,3.5,283,0,206,350,5047
0,0,4.3,2303,42,65,800,5047
0,0,3.8,1161,42,50,650,5047
0,1,4.3,2246,42,609,1100,5047
0,0,4.1,183,42,1156,150,5047
0,0,3.7,107,38,1212,500,5047
0,0,3.8,89,42,1337,300,5047
0,0,3.8,196,38,838,500,5047
1,0,4.1,76,42,1517,450,5047
1,0,3.8,254,0,521,600,5047
1,0,3.4,212,22,1258,800,5047
1,0,3.1,40,0,1156,400,5047
1,0,3.6,132,0,286,600,5047
1,0,3.7,46,0,1196,600,5047
1,0,3.1,120,43,1196,500,5047
1,0,3.3,334,0,282,400,5047
1,0,3.7,67,0,1563,300,5047
0,0,4.1,324,44,342,700,5047
0,0,3.8,47,42,455,600,5047
1,0,3.6,243,43,1522,800,5047
1,0,4,177,43,834,300,5047
1,1,4.1,601,43,998,1100,5047
1,0,3.7,47,0,951,200,5047
1,1,3.7,1014,43,663,1300,5047
1,0,3.8,38,38,1156,500,5047
0,1,4.5,3909,42,889,1000,5047
1,1,4.1,1697,42,1196,1200,5047
0,1,4.8,4441,42,643,1000,5047
1,0,3.7,47,43,1207,800,5047
1,0,3.1,140,0,1182,600,5047
1,0,3.5,34,44,1359,650,5047
0,1,4,2155,42,627,1000,5047
0,1,4,1758,16,750,1600,5047
0,0,3.8,4648,43,1304,2000,5047
0,1,3.9,1389,42,718,1400,5047
0,0,4.7,14694,42,338,900,5047
1,0,4.2,218,22,1465,600,5047
1,0,4.3,1901,42,767,400,5047
0,0,4.5,3842,42,469,800,5047
0,0,4.1,2731,42,400,1300,5047
0,0,4.2,1531,43,1245,600,5047
1,0,3.1,247,22,273,200,5047
0,1,4.5,684,42,603,1400,5047
0,0,4.1,1225,42,1112,400,5047
0,0,4.1,439,42,1209,500,5047
0,0,4.3,995,42,617,350,5047
0,1,3.8,321,22,948,800,5047
0,1,4.5,548,42,412,900,5047
0,0,4.1,2448,43,371,700,5047
0,0,4.3,450,42,958,400,5047
0,0,4.2,676,42,1589,650,5047
0,0,4.1,43,42,1636,150,5047
0,1,4.1,450,44,1156,650,5047
0,1,4.5,324,42,1067,1200,5047
0,0,4.4,316,0,1059,300,5047
0,0,4.5,940,38,951,200,5047
0,0,4.3,236,44,223,350,5047
0,0,3.1,117,44,235,200,5047
0,0,3.9,154,43,1451,200,5047
0,0,3.9,164,45,217,400,5047
0,0,3.8,289,45,784,500,5047
0,0,3.7,73,43,1118,250,5047
0,0,4,98,43,1630,200,5047
0,0,3.8,62,44,767,150,5047
0,0,2.7,56,22,293,500,5047
0,0,3.6,72,44,1268,250,5047
0,0,4,203,43,198,350,5047
0,0,3.6,51,22,1121,150,5047
0,0,4,115,0,762,1000,5047
0,0,3.4,46,16,1156,1100,5047
0,0,4,128,42,949,200,5047
0,0,3.6,54,43,1280,400,5047
0,0,3.7,126,43,532,500,5047
0,0,3.1,53,0,1251,600,5047
0,0,3.9,64,43,624,550,5047
0,0,3.6,61,0,332,500,5047
0,0,4,40,43,787,300,5047
0,0,3.8,35,0,817,200,5047
0,0,3.8,38,42,952,400,5047
0,0,3.6,34,0,1002,650,5047
0,0,4,157,43,767,300,5047
0,0,3.4,9,45,1537,800,5047
0,0,4,65,38,565,350,5047
0,0,2.7,61,43,89,500,5047
1,0,3.4,257,38,266,250,5047
1,1,4,344,58,624,900,5047
1,0,4,87,0,210,200,5047
1,0,4,152,42,219,350,5047
0,0,4,138,44,1167,800,5047
1,1,4,126,22,1390,900,5047
1,0,3.9,48,22,821,400,5047
1,0,3.9,145,41,1156,500,5047
1,0,3.8,172,42,1423,550,5047
1,1,4,281,41,801,1500,5047
1,0,4.2,414,42,429,700,5047
1,0,4.3,169,41,773,450,5047
1,0,3.7,52,41,473,450,5047
1,1,4.3,552,43,743,2000,5047
0,0,4.7,262,42,787,350,5047
1,1,4.2,2620,42,514,1300,5047
0,0,4.2,1531,43,1245,600,5047
1,0,4.4,361,43,493,500,5047
0,0,4.4,168,42,467,600,5047
1,1,4.1,1850,38,343,600,5047
1,0,4.5,833,42,773,400,5047
1,0,4.5,2613,42,955,500,5047
1,1,4.2,494,42,389,800,5047
1,1,4.1,601,43,998,1100,5047
1,0,4.6,1026,44,431,550,5047
1,1,4,152,39,706,1100,5047
0,0,4.3,450,42,958,400,5047
1,0,4.6,277,42,956,400,5047
1,0,4.2,1077,42,1121,400,5047
1,0,4.1,61,42,792,450,5047
1,0,4.1,314,38,933,650,5029
1,0,4.5,151,42,930,500,2316
1,0,4.5,342,42,779,300,5047
1,0,4.3,1901,42,767,400,5047
0,0,4.4,491,43,789,500,5047
1,1,4.2,1702,42,459,650,5047
0,0,4.5,940,38,951,200,5047
1,0,4.2,195,43,959,400,5047
1,0,4.2,600,44,773,900,5047
1,0,4.1,241,42,215,400,5047
1,0,4,70,44,767,400,5047
1,0,4.3,67,42,1676,250,5047
1,0,4.8,187,42,767,400,5047
1,0,4.1,138,42,452,1200,5047
1,0,4.2,340,42,773,500,5047
1,0,4.2,178,42,773,350,5047
0,0,3.9,140,44,1640,200,5047
0,0,4.1,77,44,956,250,5047
1,0,4,231,42,956,500,5047
1,1,4.4,102,45,389,700,5047
1,0,3.9,128,42,956,200,5047
1,0,3.8,123,42,181,400,5047
1,0,4,186,44,188,500,5047
1,0,4.2,448,44,773,300,5047
0,0,4.1,324,44,342,700,5047
1,0,3.9,79,44,956,800,5047
1,0,4,100,44,175,150,5047
1,0,4,152,42,219,350,5047
1,0,4,210,42,221,200,5047
0,0,3.9,43,42,224,200,5047
0,0,3.8,34,42,187,400,5047
0,0,3.8,289,45,784,500,5047
1,0,3.8,75,40,1121,200,5047
1,0,3.5,98,45,181,400,5047
0,0,3.7,73,43,1118,250,5047
1,0,4.2,53,42,773,400,5047
1,0,4.1,37,44,787,500,5047
0,0,3.8,63,44,428,600,5047
1,0,4.2,703,44,182,450,5047
1,0,4.1,511,43,789,500,5047
0,0,3.8,62,44,767,150,5047
1,0,3.9,110,42,950,200,5047
1,0,4.4,149,42,214,350,5047
1,0,3.5,33,43,1117,250,5047
1,0,4,275,40,332,500,5047
0,0,4,128,42,949,200,5047
0,0,4,40,43,787,300,5047
0,0,3.8,38,42,952,400,5047
0,0,4,157,43,767,300,5047
0,0,3.7,49,44,773,400,5047
1,0,4,76,38,181,500,5047
1,0,3.8,433,42,767,800,5047
1,0,4,206,0,1122,200,1662
1,0,4.1,41,16,769,400,5047
1,0,3.9,48,22,211,400,5047
1,0,4,87,0,210,200,5047
1,0,3.7,92,22,181,350,5047
0,0,2.7,56,22,293,500,5047
0,0,3.6,51,22,1121,150,5047
1,0,3.8,34,22,186,350,5047
1,1,4.4,2395,41,1083,1000,5047
0,1,4.3,216,41,755,1200,5047
0,1,4.8,460,42,728,2100,5047
0,0,4.6,7120,41,335,600,5047
0,1,4.5,7854,41,17,1800,5047
1,1,4.4,9080,41,1468,600,2931
0,1,4.6,886,41,687,1400,5047
0,1,4.5,1228,41,35,1200,5047
0,0,4.4,1224,41,399,800,5047
0,1,4.4,4079,41,126,1200,5047
0,1,4.2,1741,41,539,1400,5047
1,1,4.5,256,41,1008,1300,928
1,1,4.2,1175,41,883,1300,1383
0,0,4.1,314,41,383,600,5047
1,1,4.4,1808,41,1678,1000,1470
0,1,4.3,164,41,526,800,5047
0,0,4.3,294,41,473,850,5047
0,0,3.9,1160,41,517,650,5047
1,1,4.2,1624,41,1512,1500,3224
1,1,4.1,258,41,1149,750,3305
0,1,4.1,807,41,50,800,5047
1,1,4.4,466,41,403,800,4267
1,1,4,1238,41,332,700,3513
1,1,4.2,767,41,1272,1700,3605
1,0,3.8,75,41,700,750,5047
1,1,3.9,144,41,665,1000,3388
1,0,4.2,169,41,427,700,2650
1,1,3.7,291,41,69,750,1051
1,0,4.1,65,41,462,700,4746
1,1,4,281,41,801,1500,1786
1,0,3.7,483,41,761,800,1344
1,1,3.9,597,41,899,1200,953
0,0,4.1,100,41,13,600,5047
1,1,4,1209,41,408,650,5047
0,0,3.9,105,41,878,1500,5047
1,0,3.6,76,41,436,650,796
1,0,3.9,523,41,609,500,4777
0,0,2.5,547,41,1156,450,5047
0,1,3.8,169,41,1587,1300,5047
1,1,4.1,221,41,1156,1000,555
0,0,3.9,220,41,1156,250,5047
0,0,2.8,289,41,1597,250,5047
0,0,2.7,47,41,1156,800,5047
1,0,3.7,52,41,473,450,3086
1,0,4.1,502,41,1003,600,4854
1,1,4.3,342,41,790,450,5047
1,0,3,290,41,1474,400,3120
1,0,4,198,41,1156,500,2453
1,0,3.9,49,41,1567,400,947
1,0,4,211,41,749,400,5047
1,0,3.7,434,41,1423,400,2778
0,0,2.7,53,41,191,600,5047
1,0,3.9,241,41,1476,600,3492
1,0,3.9,151,41,1670,400,4991
0,1,4.7,10503,42,1323,1400,5047
0,0,4.7,14704,42,338,900,5047
1,1,4.3,559,43,743,2000,3089
1,0,4.6,4689,44,32,1500,1533
0,1,4.4,1562,42,1128,2000,5047
0,1,4.5,3912,42,889,1000,5047
0,1,4.4,2355,44,1124,1100,5047
1,1,4.5,3161,42,1233,1500,1571
0,1,4.2,1750,42,637,1200,5047
0,1,4.6,2579,42,724,1300,5047
0,0,4.2,2368,42,886,1400,5047
1,1,4.2,147,42,68,900,2944
1,1,4.5,3467,42,1400,1300,4288
0,1,4.6,6371,44,1107,1600,5047
1,1,4.5,3950,42,713,1600,494
0,1,4.4,1557,42,1133,700,5047
0,0,4.7,3214,42,522,750,5047
0,0,4.5,3843,42,469,800,5047
0,1,4.7,4441,42,643,1000,5047
0,1,4.4,374,40,334,1000,5047
1,1,4.9,2227,42,134,1500,4955
0,1,4.7,3625,38,1325,1600,5047
0,1,4.7,4857,42,965,1500,5047
0,1,4.3,114,42,1471,1500,5047
1,1,4.5,1888,38,1430,1200,4424
0,1,4.6,4986,42,803,1800,5047
1,0,4.4,7232,42,304,600,658
0,0,4.1,2732,42,400,1300,5047
1,0,4.3,3458,44,1156,600,2482
1,1,4.4,460,44,1156,1500,3304
0,1,4.5,1991,42,630,1400,5047
1,1,4.2,2620,42,514,1300,5047
0,1,4.1,786,40,1375,1500,5047
0,1,4,2158,42,627,1000,5047
1,1,4.1,1250,42,1156,600,2794
1,1,4.5,718,44,1009,1500,806
1,1,4.3,2571,42,688,1200,4821
0,0,4.3,2304,42,65,800,5047
1,0,4.4,362,43,493,500,3613
0,1,4.5,569,43,901,1000,5047
1,1,4.3,549,42,1265,1000,3046
1,1,4.4,3674,42,606,1400,3004
1,0,4,74,45,382,400,1766
0,0,4.4,174,42,467,600,5047
0,1,4.5,685,42,603,1400,5047
0,1,4.3,1550,38,898,1200,5047
1,1,4.2,1367,44,123,1400,5047
1,0,4.3,2871,42,337,600,1750
1,1,4.4,520,43,23,2500,5047
0,0,3.8,1161,42,50,650,5047
0,0,3.7,4650,43,1304,2000,5047
1,1,4.4,1854,43,521,1100,5047
1,1,4.4,679,44,1381,1500,5047
1,1,4.1,1853,38,343,600,5047
1,1,4.3,1805,42,660,900,5047
1,0,4.1,6937,42,1402,750,5047
0,0,4.5,733,42,1109,1200,5047
1,0,4.1,3006,38,374,1000,3790
0,0,4.1,439,42,1209,500,5047
1,1,4.2,2714,40,404,1000,2992
0,1,4.1,1794,42,14,1000,5047
1,0,4.4,949,42,435,900,4069
1,0,4,576,38,208,600,856
1,1,4.1,1697,42,1196,1200,4586
1,1,4.4,386,42,1108,1500,1728
1,1,4.2,494,42,389,800,2499
1,0,4.2,534,42,600,600,4878
1,1,4.1,1788,42,881,1200,1516
0,1,4.3,1470,42,406,800,5047
1,0,4.3,340,42,555,800,1399
1,1,4.5,208,42,498,800,618
0,1,4.5,548,42,412,900,5047
1,1,4.4,192,40,332,1000,2303
1,0,4.2,822,43,1156,1000,2365
1,0,4.1,1567,42,109,750,3350
0,0,4.1,2449,43,371,700,5047
1,0,4.3,1593,42,152,550,4842
1,1,4.1,601,43,998,1100,5047
1,0,4.6,1027,44,431,550,5047
1,1,4.1,675,40,605,900,5047
0,1,4.3,2248,42,609,1100,5047
1,0,4.1,845,43,1534,700,5047
1,0,4,960,44,1669,500,5047
1,1,4,151,39,706,1100,5047
1,0,4.1,1959,43,201,650,5047
0,0,4.2,676,42,1589,650,5047
1,1,4.2,872,42,339,600,5047
1,1,4,1863,43,1156,600,5047
0,1,4.1,759,40,1196,1200,5047
1,1,4.1,222,42,1239,600,5047
0,1,4.2,818,43,397,800,5047
0,0,4,1409,43,633,1000,5047
1,0,3.9,660,42,618,500,1807
1,0,4.1,778,38,383,700,3433
0,1,4.1,450,44,1156,650,5047
1,0,4.1,1117,42,289,750,4395
0,1,4.4,325,42,1067,1200,5047
1,0,3.8,178,38,1335,800,5047
1,0,4,782,42,238,800,2138
1,1,4,859,42,604,850,4768
1,0,4.2,1063,42,394,800,3199
0,0,3.9,740,43,15,1400,5047
0,1,3.9,149,42,902,1000,5047
1,0,4.1,85,43,427,700,374
1,1,4.2,344,42,1156,700,1666
1,1,4,1512,40,383,900,5047
1,0,3.1,910,42,1381,600,1424
1,0,4,457,38,1156,650,5047
1,0,4.1,306,44,414,600,496
1,0,3.7,259,42,1139,750,1221
1,1,4.1,402,42,422,1200,1385
1,0,4,314,42,610,800,4964
1,0,4.1,992,43,404,600,1539
1,1,4,797,44,1156,900,5031
1,1,4.2,1703,42,459,650,5047
0,1,4.1,1236,42,632,1500,5047
1,0,4.1,893,40,395,800,4650
1,1,4.4,345,42,541,1000,402
1,0,3.9,375,38,235,750,5047
0,1,3.9,283,44,747,1000,5047
1,1,4.2,294,42,1532,800,2952
1,0,3.8,473,42,1597,500,3714
1,0,3.9,1142,42,1352,500,2360
1,0,3.8,66,42,98,800,4623
0,0,4.2,224,39,506,200,5047
1,1,4,1389,44,674,1100,5047
1,0,3.9,455,43,521,1000,5047
1,0,4,515,44,562,750,5047
1,0,4.1,141,42,452,1200,5047
1,0,3.5,888,44,1375,650,5047
1,0,3.6,73,42,197,700,5047
1,0,3.9,475,43,1459,600,5047
0,0,4.2,270,43,748,1400,5047
0,1,3.9,1389,42,718,1400,5047
1,1,3.9,484,42,1427,700,5047
0,1,3.9,589,42,723,1300,5047
1,0,3.9,823,42,558,750,5047
1,0,4,107,38,1156,500,309
0,1,4.2,117,44,1425,800,5047
1,0,4.1,1003,42,1388,700,5047
0,0,4.1,172,44,365,650,5047
1,1,4.4,102,45,389,700,5047
1,0,3.7,130,38,624,1200,5047
1,0,4.1,61,39,451,600,5047
1,0,4,781,43,1005,750,5047
1,0,3.8,267,44,1154,650,5047
0,0,3.8,674,43,31,1700,5047
0,1,4.1,354,40,802,2000,5047
0,0,4.1,324,44,342,700,5047
1,0,3.9,453,44,197,600,5047
1,0,4.4,480,42,512,450,5047
0,0,4.1,183,42,1156,150,5047
0,0,4,293,43,1652,250,5047
0,1,4.3,105,44,1164,1000,5047
1,0,2.8,152,44,1206,700,1343
1,0,4,152,42,219,350,5047
1,1,4,236,42,1141,800,4277
0,0,3.7,107,38,1212,500,5047
0,0,3.8,38,43,1450,900,5047
1,0,4,293,43,1644,250,1668
1,1,4.2,325,44,1205,800,213
1,0,3.8,172,42,1423,550,2780
1,0,3.8,94,38,1253,600,1276
1,0,3.9,331,38,604,600,4941
1,0,3.6,165,40,1196,500,4628
1,0,4,201,42,406,800,2244
1,0,4.1,67,43,1090,1000,1164
1,0,3.8,38,38,1156,500,5047
1,1,3.7,1014,43,663,1300,3266
0,0,3.7,73,43,1118,250,5047
1,0,4.1,93,42,383,600,3098
1,0,3.6,242,42,1412,1000,1202
1,0,3.5,74,43,1028,600,5047
1,0,3.8,222,18,558,600,3403
1,0,3.9,394,44,911,750,3867
1,0,4.1,505,43,381,600,5047
1,0,3.7,382,42,1037,600,2845
0,0,4,57,42,1666,500,5047
0,0,3.8,47,42,455,600,5047
1,0,3.1,120,43,1196,500,5047
1,0,2.7,249,44,1599,400,5047
0,0,4.3,135,42,383,800,5047
1,0,3.8,149,42,277,600,4969
0,1,3.5,32,42,1196,1000,5047
1,0,3.5,34,43,1117,250,5047
1,0,4.1,237,42,1322,500,5047
1,0,4,275,40,332,500,5047
1,0,3.6,243,43,1522,800,5047
1,0,3.8,57,44,1531,700,5047
0,0,2.8,227,43,332,450,5047
1,0,3.7,47,43,1207,800,5047
1,0,3.8,215,43,1111,700,5047
1,0,3.4,34,44,1359,650,5047
0,0,3.9,626,42,558,600,5047
0,0,3.6,54,43,1280,400,5047
0,0,3.8,152,43,37,1500,5047
0,0,3.7,46,38,383,600,5047
0,0,3.8,40,44,1561,500,5047
0,0,4,138,44,1167,800,5047
0,0,2.7,61,43,89,500,5047
1,0,3.4,356,18,1156,350,55
1,0,3.6,207,42,1050,500,5047
1,1,3.7,111,42,1196,900,4290
1,0,4.2,414,42,429,700,5047
1,0,3.8,214,44,1354,700,1417
1,0,3.9,326,43,43,500,1065
1,0,3.7,708,44,1474,750,2340
0,1,3.7,81,43,878,1200,5047
1,0,3.8,230,38,394,600,4017
1,0,4.1,1962,43,1110,600,4787
1,0,4.3,3618,43,1635,400,5047
0,0,4.2,1531,43,1245,600,5047
0,0,4.2,93,43,1156,400,5047
1,0,4.5,2617,42,955,500,721
0,0,4.1,1227,42,1112,400,5047
1,0,4.2,972,42,1547,200,3830
0,0,4.3,995,42,617,350,5047
1,0,3.8,53,44,917,350,3208
1,0,3.9,45,43,621,550,2533
1,0,4.3,221,38,1075,300,3808
1,0,4.2,532,44,1669,450,5047
1,0,4.3,654,43,1547,250,5047
1,0,4,61,43,986,400,5047
1,0,4.2,190,43,1645,300,5047
1,0,4.2,557,42,1672,400,5047
0,0,4.2,52,42,1547,200,5047
0,0,3.7,468,43,1547,200,5047
